"","x","y"
"1",438.847427828145,360.928832834223
"2",135.733707709401,233.76154545625
"3",267.442479272766,276.93212967682
"4",205.812213242206,348.932251597137
"5",320.724239079852,358.90405025416
"6",-27.9316328808522,335.074563539417
"7",200.726792302901,153.71808160199
"8",247.224959056688,130.009399140706
"9",33.3571685472611,210.881138341989
"10",338.159111856855,134.990171150028
"11",281.766858230507,175.424043771499
"12",233.846538704456,186.303230172723
"13",380.371557285285,289.611238935336
"14",250.777235065419,166.07309042806
"15",407.07679167805,271.782747763485
"16",445.461963113525,216.579110938663
"17",181.25655828785,311.153644224498
"18",478.808081023441,216.299497971889
"19",315.345258812513,41.2416269235289
"20",206.554745519011,258.450100285727
"21",70.9330194590961,309.518887844851
"22",326.208855122339,254.222362479771
"23",264.030010893463,170.72963013041
"24",403.104126831952,170.551572585446
"25",162.921641584702,320.366483879546
"26",303.843141045243,147.416352352001
"27",430.535426637119,241.710970011186
"28",178.131754673882,304.225534827466
"29",48.0264588291851,325.888556985037
"30",287.776093404834,296.465524568329
"31",145.774567626544,208.888065725328
"32",196.625405542619,198.937808342008
"33",304.01103766238,465.584273432171
"34",73.249555355728,175.621729789885
"35",293.006786841086,281.896515329103
"36",343.030631420071,282.10714682294
"37",177.659597450643,334.415680008915
"38",188.3206814787,300.869079519137
"39",259.910513576998,194.831247369156
"40",300.499787381677,251.113128124961
"41",265.204609782952,167.023153929962
"42",169.696534296286,430.213026572797
"43",383.296930293826,52.6864773587417
"44",285.423061470787,276.915279508342
"45",193.274806848358,109.93773762529
"46",264.142429707664,300.455372789483
"47",160.430007861993,47.3974912716319
"48",232.250874741727,281.971605336981
"49",219.003819194014,193.686098749094
"50",164.632355289152,177.446228998173
