"","x","y"
"1",183.139861020611,224.658534650287
"2",104.862686144794,174.277516337175
"3",233.427241803455,354.738732552682
"4",43.0762625988378,225.108602413071
"5",199.004357456473,393.753549776811
"6",222.654325751468,166.764691446676
"7",405.984843981506,111.213134363141
"8",117.053753962658,188.777949066993
"9",360.730507768953,57.1915195184081
"10",331.9994389025,56.8052506733043
"11",184.943580633013,219.841911905364
"12",104.540048249668,175.736092866037
"13",229.944219594326,357.460671580089
"14",39.0739439155359,218.837556801778
"15",198.442617905958,385.849281599405
"16",220.226377718095,161.209151495263
"17",402.842960959037,117.284120642573
"18",119.663342982497,186.505344039608
"19",359.48652696711,50.7914611761447
"20",330.427767103813,53.7673537721218
"21",180.171628760956,224.631800225708
"22",104.886185464833,172.110514512897
"23",232.007595272217,356.104607352206
"24",40.1987990249006,219.274761850659
"25",202.076139714741,388.022340151827
"26",225.271294380892,156.808773560719
"27",403.828398438239,107.821929200992
"28",119.858822704856,193.256424599352
"29",364.532825436256,54.72464008542
"30",327.062974614106,60.4550588617393
"31",183.279256727876,216.302357071388
"32",102.981924437197,175.066266609894
"33",230.165347160439,355.72320212915
"34",43.2883394584177,222.583443004492
"35",198.003781812311,387.074110169896
"36",223.250161667844,161.877725856435
"37",403.173246834641,115.82046423772
"38",119.044859953795,189.960226358526
"39",363.361900084453,60.5286208631295
"40",326.388585194503,54.1949146549499
"41",186.630864266933,224.247977752298
"42",100.988476820138,175.254691192411
"43",229.743018623249,355.532706852742
"44",46.0732408127046,217.637965905016
"45",200.215254090159,388.505205262934
"46",221.722245668892,161.246224477957
"47",400.208838978046,113.816879709229
"48",115.51696924288,195.188853400929
"49",358.78154343773,47.9318442313467
"50",327.674614986409,57.7753087858373
"51",187.728123357549,228.994368140562
"52",105.155750712704,172.209523770708
"53",229.743046442788,348.933553303862
"54",45.0635963523596,222.19182699142
"55",197.835670908817,394.290194216524
"56",220.49414844608,163.207002942594
"57",398.423347611561,117.982231848496
"58",115.431308991288,192.339573503658
"59",363.820752060827,59.39078727089
"60",327.91980140003,57.6354812520133
"61",183.744955488814,221.554895265193
"62",103.248288867313,175.707569903721
"63",234.4540467092,359.105087671982
"64",46.6697495629614,222.396293542366
"65",194.962267581985,394.221396909979
"66",223.635894261686,163.140392909537
"67",409.216931765675,120.522383705237
"68",124.716315001046,198.204526761323
"69",356.269526411678,54.6909939395836
"70",325.969744171797,56.379092743204
"71",183.221790395846,222.666789474656
"72",103.034194198179,173.515712632304
"73",232.693105629767,351.533738517227
"74",45.0191169603338,222.096158470648
"75",196.066492843279,391.255000220258
"76",222.169768639695,162.250203695762
"77",402.673069209058,115.461051064617
"78",114.470942388787,188.535013705077
"79",361.944118395049,53.9454501106681
"80",330.162238808481,55.8067651386405
"81",186.654037687943,225.582619006936
"82",103.916228417328,171.986755512979
"83",228.940531921269,357.229601563126
"84",41.0119287087182,218.974549010722
"85",196.589840779243,388.877785691893
"86",221.130374397172,166.377837739727
"87",402.452265587507,118.311290405866
"88",114.787130023988,194.066316036721
"89",359.907172790324,58.9358003544371
"90",323.751044112096,55.7823346302356
"91",181.395275771195,224.01758997006
"92",101.895975584681,174.066005004952
"93",230.519187511332,353.932493430893
"94",39.2845676442286,223.166793362527
"95",193.12324822624,389.204483126384
"96",220.020969515002,162.044513271671
"97",398.571990854534,120.359658512587
"98",110.748830759074,195.015543941789
"99",360.864072474251,53.8589778938142
"100",328.682554791925,55.3787410562864
