"","x","y"
"1",135.579721247807,318.295566555832
"2",294.881475113163,194.491004099968
"3",107.250373454671,215.494330839807
"4",407.114571646182,191.946466880839
"5",333.264259839082,287.142974425895
"6",236.306542442751,321.909776371287
"7",317.416768768715,430.321402016548
"8",136.507614517324,277.426679553476
"9",451.001049135628,318.510693713873
"10",241.105004315347,168.671339311292
"11",70.9709324327483,288.17751645415
"12",373.595819094581,250.451449824988
"13",139.701197662076,387.567931720273
"14",127.82114253276,281.560859444524
"15",-35.6149293445711,221.636435949683
"16",211.994406497255,337.142357269249
"17",271.037813374703,333.197589171576
"18",454.541141054274,251.674066853198
"19",238.409771956561,255.532567633255
"20",136.483009361607,268.921821074213
"21",308.208003737236,183.431728638482
"22",296.142245487294,205.607042229281
"23",235.91840967887,166.39109669591
"24",331.786094992673,160.199414703167
"25",370.442133242427,356.844704574295
"26",339.483717578169,126.969221415636
"27",319.963262092932,192.591273387367
"28",182.288056739685,218.703782265821
"29",197.836582362331,310.685765067739
"30",220.603759857798,396.58323938357
"31",145.856708593028,453.542148084416
"32",15.1321493666911,367.63861446936
"33",262.913558790381,321.03111175022
"34",219.336413056828,199.731566791014
"35",326.753095303888,314.485388375518
"36",242.25390841222,192.895445827858
"37",394.890573046391,287.917731802006
"38",331.666094005866,135.225795004322
"39",317.040124455221,260.900043184186
"40",342.193867269261,315.289469013119
"41",198.422586451645,288.120400575245
"42",250.677850975723,276.453600492603
"43",480.393839458392,417.897789516909
"44",354.636218824583,263.961002075614
"45",328.831805069008,293.452152529202
"46",216.23509778589,412.084853154276
"47",355.444638317461,140.68085315378
"48",301.827541887176,126.20997701239
"49",329.273274235471,279.251699961643
"50",157.73573548196,279.913085298761
"51",299.315040003895,260.042330350497
"52",355.682839677378,211.55520714122
"53",187.34375010442,292.737831025316
"54",66.9159833377449,360.647379417615
"55",249.49628139003,254.604794436617
"56",338.014219023711,406.315150873435
"57",297.477004981564,344.636405790928
"58",326.585001125141,235.457917905851
"59",460.939588777622,140.015133845094
"60",302.660538546853,284.185314328169
"61",141.360955243181,169.735383746957
"62",326.173976961226,344.004321643486
"63",232.715169633315,138.915122891621
"64",271.589733857173,318.978302178683
"65",210.221351218367,331.300594076677
"66",182.65538617028,373.275482415615
"67",330.617085154197,271.421247276507
"68",44.625384742277,162.318371948365
"69",387.66649819565,347.829250456389
"70",223.642255767695,372.047411575167
"71",220.423029423537,237.928023215885
"72",242.598949981995,208.377559230633
"73",281.400135461517,101.193183288986
"74",194.075316656452,286.846736290676
"75",156.221388616753,207.739815959279
"76",445.827624157555,420.15821313164
"77",365.286827950082,156.441673311714
"78",35.8543054426938,231.790699510801
"79",234.272105353539,247.398347819531
"80",320.715815914914,260.360246194105
"81",157.593601181237,190.041668945816
"82",223.635747156204,275.804466751351
"83",286.822667618017,100.386833536795
"84",231.684070891668,272.240031441832
"85",326.969081743545,374.890982805846
"86",182.904953243251,278.18798846979
"87",151.797342737377,337.969469177383
"88",288.991425687447,122.104271374626
"89",183.806276914381,162.38453668642
"90",150.681214756408,126.51898250704
"91",313.528445826469,216.530357021093
"92",12.0877913538424,186.162611471136
"93",290.470046387508,192.877381267234
"94",100.971183067014,302.095926741068
"95",228.1777968827,445.610282416473
"96",435.498793111815,127.014076390888
"97",236.129697462611,360.146785266382
"98",347.271111424898,200.175013781145
"99",271.482578800124,188.01085326193
"100",223.428297518642,252.353363511541
