"","x","y"
"1",479.672661826099,316.417904643951
"2",461.645812645867,121.829549964144
"3",202.17203315088,339.877788755761
"4",42.3023852510476,205.04101164624
"5",67.7503489258877,327.2556509678
"6",486.360377399955,311.997514067512
"7",462.471391488848,121.571876937302
"8",199.329262904654,348.804569665687
"9",44.0684360046616,203.055035686591
"10",70.2350749040176,325.112380987792
"11",481.285737627413,312.947791060169
"12",461.387191800132,114.556278179059
"13",205.599170062327,347.39779516075
"14",43.3507229257512,204.400116783772
"15",66.6515873379703,321.971483076114
"16",485.959715285884,321.05618358846
"17",465.398975600184,113.799921746403
"18",207.53227834936,347.306178024694
"19",42.50404251103,204.666585244506
"20",75.053754590871,321.424570835602
"21",475.690937766985,317.327202395031
"22",464.057081620255,118.562420579937
"23",197.397523008482,351.58689142585
"24",41.5675315227277,201.306811005088
"25",67.1378048260416,325.256937602733
"26",482.759299129263,315.531826996596
"27",456.571086016927,119.364512901407
"28",201.217590544292,351.466175574585
"29",41.9997685020829,209.227749796878
"30",63.3903800266779,324.039957450408
"31",482.224689900921,316.611172590204
"32",459.359967379316,113.206643308263
"33",202.361983348256,349.290796940665
"34",41.0309061197898,204.344648959705
"35",66.5451936271642,327.381334919111
"36",481.744120975158,310.630660883402
"37",461.964981596443,118.346217964599
"38",208.13575378661,348.207074084648
"39",44.1182677508648,200.276953847521
"40",64.0562462667972,322.790214321935
"41",480.059847579198,313.408491327662
"42",457.043745454382,120.315946134612
"43",201.73280557906,348.065514702177
"44",38.8064352316476,196.668753356479
"45",65.2629569579383,324.409942760678
"46",483.023791343139,308.5793853097
"47",457.467766771354,113.809259540598
"48",204.850456239111,343.662867959897
"49",41.8181906897181,202.804157964517
"50",60.319693542483,325.755780659568
